"SPECIES","SITE","YEAR","MONTH","DAY","COUNT"
"Aglais io","UKBMS.1445","2009","8","12","16"
"Aglais io","UKBMS.1445","2009","9","7","0"
"Aglais io","UKBMS.1446","2009","5","5","0"
"Aglais io","UKBMS.1446","2009","5","10","0"
"Aglais io","UKBMS.1446","2009","5","20","0"
"Aglais io","UKBMS.1446","2009","6","2","0"
"Aglais io","UKBMS.1446","2009","6","8","0"
"Aglais io","UKBMS.1446","2009","6","15","0"
"Aglais io","UKBMS.1446","2009","6","22","0"
"Aglais io","UKBMS.1446","2009","6","30","0"
"Aglais io","UKBMS.1446","2009","7","5","0"
"Aglais io","UKBMS.1446","2009","7","13","0"
"Aglais io","UKBMS.1446","2009","7","20","1"
"Aglais io","UKBMS.1446","2009","7","28","1"
"Aglais io","UKBMS.1446","2009","8","3","3"
"Aglais io","UKBMS.1446","2009","8","10","5"
"Aglais io","UKBMS.1446","2009","8","18","0"
"Aglais io","UKBMS.1446","2009","8","21","0"
"Aglais io","UKBMS.1446","2009","9","8","0"
"Aglais io","UKBMS.1447","2009","5","1","0"
"Aglais io","UKBMS.1447","2009","5","6","0"
"Aglais io","UKBMS.1447","2009","5","14","0"
"Aglais io","UKBMS.1447","2009","5","20","0"
"Aglais io","UKBMS.1447","2009","6","1","0"
"Aglais io","UKBMS.1447","2009","6","3","0"
"Aglais io","UKBMS.1447","2009","6","15","0"
"Aglais io","UKBMS.1447","2009","6","19","0"
"Aglais io","UKBMS.1447","2009","6","25","0"
"Aglais io","UKBMS.1447","2009","7","6","0"
"Aglais io","UKBMS.1447","2009","7","10","0"
"Aglais io","UKBMS.1447","2009","7","20","1"
"Aglais io","UKBMS.1447","2009","8","3","6"
"Aglais io","UKBMS.1447","2009","8","5","15"
"Aglais io","UKBMS.1447","2009","8","18","8"
"Aglais io","UKBMS.1447","2009","8","19","17"
"Aglais io","UKBMS.1447","2009","9","7","0"
"Aglais io","UKBMS.1448","2009","4","5","0"
"Aglais io","UKBMS.1448","2009","4","12","0"
"Aglais io","UKBMS.1448","2009","4","20","0"
"Aglais io","UKBMS.1448","2009","4","23","0"
"Aglais io","UKBMS.1448","2009","5","2","0"
"Aglais io","UKBMS.1448","2009","5","6","0"
"Aglais io","UKBMS.1448","2009","5","24","0"
"Aglais io","UKBMS.1448","2009","5","29","0"
"Aglais io","UKBMS.1448","2009","6","23","0"
"Aglais io","UKBMS.1448","2009","6","28","0"
"Aglais io","UKBMS.1448","2009","7","7","0"
"Aglais io","UKBMS.1448","2009","7","12","0"
"Aglais io","UKBMS.1448","2009","7","20","21"
"Aglais io","UKBMS.1448","2009","7","28","17"
"Aglais io","UKBMS.1448","2009","8","4","25"
"Aglais io","UKBMS.1448","2009","8","8","9"
"Aglais io","UKBMS.1448","2009","8","16","3"
"Aglais io","UKBMS.1448","2009","8","25","0"
"Aglais io","UKBMS.1448","2009","9","15","0"
"Aglais io","UKBMS.145","2009","4","2","0"
"Aglais io","UKBMS.145","2009","4","12","0"
"Aglais io","UKBMS.145","2009","4","18","0"
"Aglais io","UKBMS.145","2009","4","26","0"
"Aglais io","UKBMS.145","2009","5","3","0"
"Aglais io","UKBMS.145","2009","5","13","0"
"Aglais io","UKBMS.145","2009","5","15","0"
"Aglais io","UKBMS.145","2009","5","29","0"
"Aglais io","UKBMS.145","2009","6","4","0"
"Aglais io","UKBMS.145","2009","6","13","0"
"Aglais io","UKBMS.145","2009","6","17","0"
"Aglais io","UKBMS.145","2009","6","24","0"
"Aglais io","UKBMS.145","2009","7","5","0"
"Aglais io","UKBMS.145","2009","7","13","29"
"Aglais io","UKBMS.145","2009","7","18","122"
"Aglais io","UKBMS.145","2009","8","1","119"
"Aglais io","UKBMS.145","2009","8","7","121"
"Aglais io","UKBMS.145","2009","8","16","13"
"Aglais io","UKBMS.145","2009","8","24","32"
"Aglais io","UKBMS.145","2009","8","29","7"
"Aglais io","UKBMS.145","2009","9","6","0"
"Aglais io","UKBMS.145","2009","9","9","0"
"Aglais io","UKBMS.145","2009","9","17","0"
"Aglais io","UKBMS.145","2009","9","23","0"
"Aglais io","UKBMS.1451","2009","4","5","0"
"Aglais io","UKBMS.1451","2009","4","13","0"
"Aglais io","UKBMS.1451","2009","4","20","0"
"Aglais io","UKBMS.1451","2009","4","24","0"
"Aglais io","UKBMS.1451","2009","5","1","0"
"Aglais io","UKBMS.1451","2009","5","9","0"
"Aglais io","UKBMS.1451","2009","5","16","0"
"Aglais io","UKBMS.1451","2009","5","23","0"
"Aglais io","UKBMS.1451","2009","5","29","0"
"Aglais io","UKBMS.1451","2009","6","14","0"
"Aglais io","UKBMS.1451","2009","6","27","0"
"Aglais io","UKBMS.1451","2009","7","5","0"
"Aglais io","UKBMS.1451","2009","7","12","6"
"Aglais io","UKBMS.1451","2009","8","5","22"
"Aglais io","UKBMS.1451","2009","8","12","11"
"Aglais io","UKBMS.1451","2009","8","18","3"
"Aglais io","UKBMS.1451","2009","8","25","7"
"Aglais io","UKBMS.1453","2009","4","2","0"
"Aglais io","UKBMS.1453","2009","4","14","0"
"Aglais io","UKBMS.1453","2009","4","19","0"
"Aglais io","UKBMS.1453","2009","4","26","0"
"Aglais io","UKBMS.1453","2009","5","3","0"
"Aglais io","UKBMS.1453","2009","5","6","0"
"Aglais io","UKBMS.1453","2009","5","24","0"
"Aglais io","UKBMS.1453","2009","5","31","0"
"Aglais io","UKBMS.1453","2009","6","3","0"
"Aglais io","UKBMS.1453","2009","6","14","0"
"Aglais io","UKBMS.1453","2009","6","23","0"
"Aglais io","UKBMS.1453","2009","6","28","0"
"Aglais io","UKBMS.1453","2009","7","5","3"
"Aglais io","UKBMS.1453","2009","7","25","3"
"Aglais io","UKBMS.1453","2009","8","2","3"
"Aglais io","UKBMS.1453","2009","8","9","1"
"Aglais io","UKBMS.1453","2009","8","16","2"
"Aglais io","UKBMS.1453","2009","8","23","0"
"Aglais io","UKBMS.1453","2009","8","30","0"
"Aglais io","UKBMS.1453","2009","9","5","0"
"Aglais io","UKBMS.1453","2009","9","12","0"
"Aglais io","UKBMS.1453","2009","9","19","0"
"Aglais io","UKBMS.1453","2009","9","26","0"
"Aglais io","UKBMS.1454","2009","4","4","0"
"Aglais io","UKBMS.1454","2009","4","8","0"
"Aglais io","UKBMS.1454","2009","4","15","0"
"Aglais io","UKBMS.1454","2009","4","22","0"
"Aglais io","UKBMS.1454","2009","4","29","0"
"Aglais io","UKBMS.1454","2009","5","6","0"
"Aglais io","UKBMS.1454","2009","5","14","0"
"Aglais io","UKBMS.1454","2009","5","20","0"
"Aglais io","UKBMS.1454","2009","5","29","0"
"Aglais io","UKBMS.1454","2009","6","3","0"
"Aglais io","UKBMS.1454","2009","6","11","0"
"Aglais io","UKBMS.1454","2009","6","20","0"
"Aglais io","UKBMS.1454","2009","6","27","0"
"Aglais io","UKBMS.1454","2009","7","1","0"
"Aglais io","UKBMS.1454","2009","7","10","0"
"Aglais io","UKBMS.1454","2009","7","19","3"
"Aglais io","UKBMS.1454","2009","7","22","7"
"Aglais io","UKBMS.1454","2009","7","30","5"
"Aglais io","UKBMS.1454","2009","8","9","4"
"Aglais io","UKBMS.1454","2009","8","14","1"
"Aglais io","UKBMS.1454","2009","8","19","0"
"Aglais io","UKBMS.1454","2009","8","29","0"
"Aglais io","UKBMS.1454","2009","9","4","0"
"Aglais io","UKBMS.1454","2009","9","10","0"
"Aglais io","UKBMS.1454","2009","9","21","0"
"Aglais io","UKBMS.1454","2009","9","24","0"
"Aglais io","UKBMS.1456","2009","4","1","0"
"Aglais io","UKBMS.1456","2009","4","15","0"
"Aglais io","UKBMS.1456","2009","4","22","0"
"Aglais io","UKBMS.1456","2009","5","6","0"
"Aglais io","UKBMS.1456","2009","5","19","0"
"Aglais io","UKBMS.1456","2009","5","23","0"
"Aglais io","UKBMS.1456","2009","5","29","0"
"Aglais io","UKBMS.1456","2009","6","3","0"
"Aglais io","UKBMS.1456","2009","6","11","0"
"Aglais io","UKBMS.1456","2009","6","21","0"
"Aglais io","UKBMS.1456","2009","6","24","0"
"Aglais io","UKBMS.1456","2009","7","1","0"
"Aglais io","UKBMS.1456","2009","7","12","96"
"Aglais io","UKBMS.1456","2009","7","18","148"
"Aglais io","UKBMS.1456","2009","7","25","177"
"Aglais io","UKBMS.1456","2009","8","2","300"
"Aglais io","UKBMS.1456","2009","8","5","385"
"Aglais io","UKBMS.1456","2009","8","13","78"
"Aglais io","UKBMS.1456","2009","8","25","20"
"Aglais io","UKBMS.1456","2009","8","31","0"
"Aglais io","UKBMS.1456","2009","9","6","0"
"Aglais io","UKBMS.1456","2009","9","19","0"
"Aglais io","UKBMS.1456","2009","9","26","0"
"Aglais io","UKBMS.1457","2009","4","1","0"
"Aglais io","UKBMS.1457","2009","4","2","0"
"Aglais io","UKBMS.1457","2009","4","4","0"
"Aglais io","UKBMS.1457","2009","4","8","0"
"Aglais io","UKBMS.1457","2009","4","13","0"
"Aglais io","UKBMS.1457","2009","4","14","0"
"Aglais io","UKBMS.1457","2009","4","15","0"
"Aglais io","UKBMS.1457","2009","4","19","0"
"Aglais io","UKBMS.1457","2009","4","20","0"
"Aglais io","UKBMS.1457","2009","4","21","0"
"Aglais io","UKBMS.1457","2009","4","22","0"
"Aglais io","UKBMS.1457","2009","4","23","0"
"Aglais io","UKBMS.1457","2009","4","24","0"
"Aglais io","UKBMS.1457","2009","4","26","0"
"Aglais io","UKBMS.1457","2009","4","28","0"
"Aglais io","UKBMS.1457","2009","5","1","0"
"Aglais io","UKBMS.1457","2009","5","2","0"
"Aglais io","UKBMS.1457","2009","5","3","0"
"Aglais io","UKBMS.1457","2009","5","5","0"
"Aglais io","UKBMS.1457","2009","5","6","0"
"Aglais io","UKBMS.1457","2009","5","9","0"
"Aglais io","UKBMS.1457","2009","5","10","0"
"Aglais io","UKBMS.1457","2009","5","11","0"
"Aglais io","UKBMS.1457","2009","5","14","0"
"Aglais io","UKBMS.1457","2009","5","19","0"
"Aglais io","UKBMS.1457","2009","5","20","0"
"Aglais io","UKBMS.1457","2009","5","21","0"
"Aglais io","UKBMS.1457","2009","5","22","0"
"Aglais io","UKBMS.1457","2009","5","23","0"
"Aglais io","UKBMS.1457","2009","5","24","0"
"Aglais io","UKBMS.1457","2009","5","25","0"
"Aglais io","UKBMS.1457","2009","5","26","0"
"Aglais io","UKBMS.1457","2009","5","28","0"
"Aglais io","UKBMS.1457","2009","5","29","0"
"Aglais io","UKBMS.1457","2009","5","30","0"
"Aglais io","UKBMS.1457","2009","5","31","0"
"Aglais io","UKBMS.1457","2009","6","1","0"
"Aglais io","UKBMS.1457","2009","6","2","0"
"Aglais io","UKBMS.1457","2009","6","5","0"
"Aglais io","UKBMS.1457","2009","6","7","0"
"Aglais io","UKBMS.1457","2009","6","8","0"
"Aglais io","UKBMS.1457","2009","6","12","0"
"Aglais io","UKBMS.1457","2009","6","16","0"
"Aglais io","UKBMS.1457","2009","6","26","28"
"Aglais io","UKBMS.1457","2009","7","1","34"
"Aglais io","UKBMS.1458","2009","4","2","0"
"Aglais io","UKBMS.1458","2009","4","11","0"
"Aglais io","UKBMS.1458","2009","4","18","0"
"Aglais io","UKBMS.1458","2009","4","23","0"
"Aglais io","UKBMS.1458","2009","5","2","0"
"Aglais io","UKBMS.1458","2009","5","11","0"
"Aglais io","UKBMS.1458","2009","5","14","0"
"Aglais io","UKBMS.1458","2009","5","21","0"
"Aglais io","UKBMS.1458","2009","6","1","0"
"Aglais io","UKBMS.1458","2009","6","4","0"
"Aglais io","UKBMS.1458","2009","6","16","0"
"Aglais io","UKBMS.1458","2009","6","23","0"
"Aglais io","UKBMS.1458","2009","6","30","0"
"Aglais io","UKBMS.1458","2009","7","7","4"
"Aglais io","UKBMS.1458","2009","7","10","5"
"Aglais io","UKBMS.1458","2009","7","16","16"
"Aglais io","UKBMS.1458","2009","7","22","9"
"Aglais io","UKBMS.1458","2009","7","29","21"
"Aglais io","UKBMS.1458","2009","8","5","15"
"Aglais io","UKBMS.1458","2009","8","17","13"
"Aglais io","UKBMS.1458","2009","8","23","3"
"Aglais io","UKBMS.1458","2009","8","31","0"
"Aglais io","UKBMS.1458","2009","9","7","0"
"Aglais io","UKBMS.1458","2009","9","10","0"
"Aglais io","UKBMS.1458","2009","9","21","0"
"Aglais io","UKBMS.1458","2009","9","28","0"
"Aglais io","UKBMS.1459","2009","4","6","0"
"Aglais io","UKBMS.1459","2009","4","8","0"
"Aglais io","UKBMS.1459","2009","4","15","0"
"Aglais io","UKBMS.1459","2009","4","23","0"
"Aglais io","UKBMS.1459","2009","5","2","0"
"Aglais io","UKBMS.1459","2009","5","10","0"
"Aglais io","UKBMS.1459","2009","5","23","0"
"Aglais io","UKBMS.1459","2009","5","28","0"
"Aglais io","UKBMS.1459","2009","6","4","0"
"Aglais io","UKBMS.1459","2009","6","14","0"
"Aglais io","UKBMS.1459","2009","6","17","0"
"Aglais io","UKBMS.1459","2009","6","28","0"
"Aglais io","UKBMS.1459","2009","7","5","2"
"Aglais io","UKBMS.1459","2009","7","10","0"
"Aglais io","UKBMS.1459","2009","7","20","0"
"Aglais io","UKBMS.1459","2009","7","26","0"
"Aglais io","UKBMS.1459","2009","8","2","0"
"Aglais io","UKBMS.1459","2009","8","8","1"
"Aglais io","UKBMS.1459","2009","8","16","1"
"Aglais io","UKBMS.1459","2009","8","21","2"
"Aglais io","UKBMS.1459","2009","8","31","0"
"Aglais io","UKBMS.1459","2009","9","7","0"
"Aglais io","UKBMS.1459","2009","9","14","0"
"Aglais io","UKBMS.1459","2009","9","18","0"
"Aglais io","UKBMS.1459","2009","9","29","0"
"Aglais io","UKBMS.1460","2009","4","1","0"
"Aglais io","UKBMS.1460","2009","4","14","0"
"Aglais io","UKBMS.1460","2009","4","15","0"
"Aglais io","UKBMS.1460","2009","4","23","0"
"Aglais io","UKBMS.1460","2009","5","4","0"
"Aglais io","UKBMS.1460","2009","5","9","0"
"Aglais io","UKBMS.1460","2009","5","25","0"
"Aglais io","UKBMS.1460","2009","5","28","0"
"Aglais io","UKBMS.1460","2009","6","4","0"
"Aglais io","UKBMS.1460","2009","6","14","0"
"Aglais io","UKBMS.1460","2009","6","17","0"
"Aglais io","UKBMS.1460","2009","6","26","0"
"Aglais io","UKBMS.1460","2009","7","5","0"
"Aglais io","UKBMS.1460","2009","7","10","0"
"Aglais io","UKBMS.1460","2009","7","20","0"
"Aglais io","UKBMS.1460","2009","7","27","2"
"Aglais io","UKBMS.1460","2009","8","2","0"
"Aglais io","UKBMS.1460","2009","8","8","1"
"Aglais io","UKBMS.1460","2009","8","16","7"
"Aglais io","UKBMS.1460","2009","8","21","1"
"Aglais io","UKBMS.1460","2009","8","31","0"
"Aglais io","UKBMS.1460","2009","9","7","0"
"Aglais io","UKBMS.1460","2009","9","14","0"
"Aglais io","UKBMS.1460","2009","9","18","0"
"Aglais io","UKBMS.1460","2009","9","29","0"
"Aglais io","UKBMS.1461","2009","4","5","0"
"Aglais io","UKBMS.1461","2009","4","11","0"
"Aglais io","UKBMS.1461","2009","4","18","0"
"Aglais io","UKBMS.1461","2009","4","25","0"
"Aglais io","UKBMS.1461","2009","5","2","0"
"Aglais io","UKBMS.1461","2009","5","9","0"
"Aglais io","UKBMS.1461","2009","5","17","0"
"Aglais io","UKBMS.1461","2009","5","23","0"
"Aglais io","UKBMS.1461","2009","5","30","0"
"Aglais io","UKBMS.1461","2009","6","6","0"
"Aglais io","UKBMS.1461","2009","6","14","0"
"Aglais io","UKBMS.1461","2009","6","20","0"
"Aglais io","UKBMS.1461","2009","6","27","1"
"Aglais io","UKBMS.1461","2009","7","4","2"
"Aglais io","UKBMS.1461","2009","7","12","13"
"Aglais io","UKBMS.1461","2009","7","18","13"
"Aglais io","UKBMS.1461","2009","7","25","18"
"Aglais io","UKBMS.1461","2009","7","30","24"
"Aglais io","UKBMS.1461","2009","8","8","21"
"Aglais io","UKBMS.1461","2009","8","15","19"
"Aglais io","UKBMS.1461","2009","8","22","1"
"Aglais io","UKBMS.1461","2009","8","29","0"
"Aglais io","UKBMS.1461","2009","9","4","0"
"Aglais io","UKBMS.1461","2009","9","12","0"
"Aglais io","UKBMS.1461","2009","9","19","0"
"Aglais io","UKBMS.1462","2009","4","5","0"
"Aglais io","UKBMS.1462","2009","4","11","0"
"Aglais io","UKBMS.1462","2009","4","18","0"
"Aglais io","UKBMS.1462","2009","4","25","0"
"Aglais io","UKBMS.1462","2009","5","2","0"
"Aglais io","UKBMS.1462","2009","5","9","0"
"Aglais io","UKBMS.1462","2009","5","17","0"
"Aglais io","UKBMS.1462","2009","5","23","0"
"Aglais io","UKBMS.1462","2009","5","30","0"
"Aglais io","UKBMS.1462","2009","6","20","0"
"Aglais io","UKBMS.1462","2009","6","27","0"
"Aglais io","UKBMS.1462","2009","7","4","6"
"Aglais io","UKBMS.1462","2009","7","12","8"
"Aglais io","UKBMS.1462","2009","7","18","10"
"Aglais io","UKBMS.1462","2009","7","25","21"
"Aglais io","UKBMS.1462","2009","7","30","21"
"Aglais io","UKBMS.1462","2009","8","8","5"
"Aglais io","UKBMS.1462","2009","8","15","6"
"Aglais io","UKBMS.1462","2009","8","22","0"
"Aglais io","UKBMS.1462","2009","8","29","0"
"Aglais io","UKBMS.1462","2009","9","4","0"
"Aglais io","UKBMS.1462","2009","9","12","0"
"Aglais io","UKBMS.1462","2009","9","19","0"
"Aglais io","UKBMS.1463","2009","4","13","0"
"Aglais io","UKBMS.1463","2009","4","22","0"
"Aglais io","UKBMS.1463","2009","5","2","0"
"Aglais io","UKBMS.1463","2009","5","6","0"
"Aglais io","UKBMS.1463","2009","5","11","0"
"Aglais io","UKBMS.1463","2009","5","19","0"
"Aglais io","UKBMS.1463","2009","5","24","0"
"Aglais io","UKBMS.1463","2009","5","31","0"
"Aglais io","UKBMS.1463","2009","6","4","0"
"Aglais io","UKBMS.1463","2009","6","14","0"
"Aglais io","UKBMS.1463","2009","6","23","0"
"Aglais io","UKBMS.1463","2009","6","30","0"
"Aglais io","UKBMS.1463","2009","7","25","0"
"Aglais io","UKBMS.1463","2009","8","2","5"
"Aglais io","UKBMS.1463","2009","8","13","0"
"Aglais io","UKBMS.1463","2009","9","5","0"
"Aglais io","UKBMS.1463","2009","9","12","0"
"Aglais io","UKBMS.1463","2009","9","19","0"
"Aglais io","UKBMS.1463","2009","9","26","0"
"Aglais io","UKBMS.1464","2009","4","13","0"
"Aglais io","UKBMS.1464","2009","4","22","0"
"Aglais io","UKBMS.1464","2009","5","2","0"
"Aglais io","UKBMS.1464","2009","5","6","0"
"Aglais io","UKBMS.1464","2009","5","24","0"
"Aglais io","UKBMS.1464","2009","5","31","0"
"Aglais io","UKBMS.1464","2009","6","14","0"
"Aglais io","UKBMS.1464","2009","6","20","0"
"Aglais io","UKBMS.1464","2009","6","23","0"
"Aglais io","UKBMS.1464","2009","7","10","4"
"Aglais io","UKBMS.1464","2009","7","18","0"
"Aglais io","UKBMS.1464","2009","7","30","7"
"Aglais io","UKBMS.1464","2009","8","13","0"
"Aglais io","UKBMS.1464","2009","8","18","2"
"Aglais io","UKBMS.1464","2009","9","19","0"
"Aglais io","UKBMS.1464","2009","9","26","0"
"Aglais io","UKBMS.1465","2009","4","1","0"
"Aglais io","UKBMS.1465","2009","4","4","0"
"Aglais io","UKBMS.1465","2009","4","12","0"
"Aglais io","UKBMS.1465","2009","4","25","0"
"Aglais io","UKBMS.1465","2009","5","9","0"
"Aglais io","UKBMS.1465","2009","5","22","0"
"Aglais io","UKBMS.1465","2009","6","4","0"
"Aglais io","UKBMS.1465","2009","6","25","0"
"Aglais io","UKBMS.1465","2009","7","4","0"
"Aglais io","UKBMS.1465","2009","7","10","3"
"Aglais io","UKBMS.1465","2009","7","25","9"
"Aglais io","UKBMS.1465","2009","8","9","5"
"Aglais io","UKBMS.1465","2009","8","15","11"
"Aglais io","UKBMS.1465","2009","9","10","0"
"Aglais io","UKBMS.1466","2009","4","13","0"
"Aglais io","UKBMS.1466","2009","4","22","0"
"Aglais io","UKBMS.1466","2009","5","2","0"
"Aglais io","UKBMS.1466","2009","5","11","0"
"Aglais io","UKBMS.1466","2009","5","19","0"
"Aglais io","UKBMS.1466","2009","5","24","0"
"Aglais io","UKBMS.1466","2009","5","31","0"
"Aglais io","UKBMS.1466","2009","6","14","0"
"Aglais io","UKBMS.1466","2009","6","23","0"
"Aglais io","UKBMS.1466","2009","6","30","0"
"Aglais io","UKBMS.1466","2009","7","10","0"
"Aglais io","UKBMS.1466","2009","7","16","0"
"Aglais io","UKBMS.1466","2009","7","18","1"
"Aglais io","UKBMS.1466","2009","7","30","4"
"Aglais io","UKBMS.1466","2009","8","13","2"
"Aglais io","UKBMS.1466","2009","8","29","2"
"Aglais io","UKBMS.1466","2009","9","5","0"
"Aglais io","UKBMS.1466","2009","9","12","0"
"Aglais io","UKBMS.1466","2009","9","19","0"
"Aglais io","UKBMS.1466","2009","9","26","0"
"Aglais io","UKBMS.1467","2009","4","5","0"
"Aglais io","UKBMS.1467","2009","4","13","0"
"Aglais io","UKBMS.1467","2009","4","26","0"
"Aglais io","UKBMS.1467","2009","5","3","0"
"Aglais io","UKBMS.1467","2009","5","10","0"
"Aglais io","UKBMS.1467","2009","5","24","0"
"Aglais io","UKBMS.1467","2009","5","31","0"
"Aglais io","UKBMS.1467","2009","6","6","0"
"Aglais io","UKBMS.1467","2009","6","14","0"
"Aglais io","UKBMS.1467","2009","7","26","3"
"Aglais io","UKBMS.1467","2009","8","9","3"
"Aglais io","UKBMS.1467","2009","8","23","1"
"Aglais io","UKBMS.1467","2009","8","29","0"
"Aglais io","UKBMS.1467","2009","9","12","0"
"Aglais io","UKBMS.1467","2009","9","19","0"
"Aglais io","UKBMS.1467","2009","9","27","0"
"Aglais io","UKBMS.1469","2009","4","5","0"
"Aglais io","UKBMS.1469","2009","4","13","0"
"Aglais io","UKBMS.1469","2009","4","19","0"
"Aglais io","UKBMS.1469","2009","5","3","0"
"Aglais io","UKBMS.1469","2009","5","10","0"
"Aglais io","UKBMS.1469","2009","5","29","0"
"Aglais io","UKBMS.1469","2009","6","2","0"
"Aglais io","UKBMS.1469","2009","6","11","0"
"Aglais io","UKBMS.1469","2009","6","28","0"
"Aglais io","UKBMS.1469","2009","7","5","0"
"Aglais io","UKBMS.1469","2009","7","12","12"
"Aglais io","UKBMS.1469","2009","7","18","7"
"Aglais io","UKBMS.1469","2009","7","25","7"
"Aglais io","UKBMS.1469","2009","7","31","8"
"Aglais io","UKBMS.1469","2009","8","7","1"
"Aglais io","UKBMS.1469","2009","8","13","0"
"Aglais io","UKBMS.1469","2009","8","23","0"
"Aglais io","UKBMS.149","2009","4","5","0"
"Aglais io","UKBMS.149","2009","4","12","0"
"Aglais io","UKBMS.149","2009","4","19","0"
"Aglais io","UKBMS.149","2009","4","27","0"
"Aglais io","UKBMS.149","2009","5","3","0"
"Aglais io","UKBMS.149","2009","5","10","0"
"Aglais io","UKBMS.149","2009","5","19","0"
"Aglais io","UKBMS.149","2009","5","24","0"
"Aglais io","UKBMS.149","2009","5","31","0"
"Aglais io","UKBMS.149","2009","6","3","0"
"Aglais io","UKBMS.149","2009","6","14","0"
"Aglais io","UKBMS.149","2009","6","23","0"
"Aglais io","UKBMS.149","2009","6","28","0"
"Aglais io","UKBMS.149","2009","7","5","0"
"Aglais io","UKBMS.149","2009","7","8","1"
"Aglais io","UKBMS.149","2009","7","21","24"
"Aglais io","UKBMS.149","2009","7","25","64"
"Aglais io","UKBMS.149","2009","8","2","71"
"Aglais io","UKBMS.149","2009","8","5","96"
"Aglais io","UKBMS.149","2009","8","19","39"
"Aglais io","UKBMS.149","2009","8","29","11"
"Aglais io","UKBMS.149","2009","9","6","0"
"Aglais io","UKBMS.149","2009","9","9","1"
"Aglais io","UKBMS.149","2009","9","16","0"
"Aglais io","UKBMS.149","2009","9","27","0"
"Aglais io","UKBMS.15","2009","4","3","0"
"Aglais io","UKBMS.15","2009","4","14","0"
"Aglais io","UKBMS.15","2009","4","20","0"
"Aglais io","UKBMS.15","2009","4","26","0"
"Aglais io","UKBMS.15","2009","5","2","0"
"Aglais io","UKBMS.15","2009","5","10","0"
"Aglais io","UKBMS.15","2009","6","1","0"
"Aglais io","UKBMS.15","2009","6","14","0"
"Aglais io","UKBMS.15","2009","6","23","0"
"Aglais io","UKBMS.15","2009","6","29","0"
"Aglais io","UKBMS.15","2009","7","12","52"
"Aglais io","UKBMS.15","2009","7","15","79"
"Aglais io","UKBMS.15","2009","7","28","61"
"Aglais io","UKBMS.15","2009","7","31","56"
"Aglais io","UKBMS.15","2009","8","7","29"
"Aglais io","UKBMS.15","2009","8","18","6"
"Aglais io","UKBMS.15","2009","8","25","1"
"Aglais io","UKBMS.15","2009","8","29","1"
"Aglais io","UKBMS.15","2009","9","8","0"
"Aglais io","UKBMS.15","2009","9","10","0"
"Aglais io","UKBMS.15","2009","9","18","0"
"Aglais io","UKBMS.1500","2009","4","8","0"
"Aglais io","UKBMS.1500","2009","4","19","0"
"Aglais io","UKBMS.1500","2009","4","21","0"
"Aglais io","UKBMS.1500","2009","5","9","0"
"Aglais io","UKBMS.1500","2009","5","20","0"
"Aglais io","UKBMS.1500","2009","5","30","0"
"Aglais io","UKBMS.1500","2009","6","17","0"
"Aglais io","UKBMS.1500","2009","6","24","0"
"Aglais io","UKBMS.1500","2009","7","5","5"
"Aglais io","UKBMS.1500","2009","7","6","0"
"Aglais io","UKBMS.1500","2009","7","18","10"
"Aglais io","UKBMS.1500","2009","7","19","6"
"Aglais io","UKBMS.1500","2009","7","28","15"
"Aglais io","UKBMS.1500","2009","8","2","12"
"Aglais io","UKBMS.1500","2009","8","9","10"
"Aglais io","UKBMS.1500","2009","8","15","6"
"Aglais io","UKBMS.1500","2009","8","16","2"
"Aglais io","UKBMS.1500","2009","8","22","1"
"Aglais io","UKBMS.1500","2009","8","26","0"
"Aglais io","UKBMS.1500","2009","9","4","0"
"Aglais io","UKBMS.1500","2009","9","8","0"
"Aglais io","UKBMS.1500","2009","9","20","0"
"Aglais io","UKBMS.1500","2009","9","21","0"
"Aglais io","UKBMS.1503","2009","4","4","0"
"Aglais io","UKBMS.1503","2009","4","8","0"
"Aglais io","UKBMS.1503","2009","4","20","0"
"Aglais io","UKBMS.1503","2009","4","22","0"
"Aglais io","UKBMS.1503","2009","4","29","0"
"Aglais io","UKBMS.1503","2009","5","12","0"
"Aglais io","UKBMS.1503","2009","5","14","0"
"Aglais io","UKBMS.1503","2009","5","20","0"
"Aglais io","UKBMS.1503","2009","5","28","0"
"Aglais io","UKBMS.1503","2009","6","4","0"
"Aglais io","UKBMS.1503","2009","6","11","0"
"Aglais io","UKBMS.1503","2009","6","21","0"
"Aglais io","UKBMS.1503","2009","6","24","0"
"Aglais io","UKBMS.1503","2009","7","2","0"
"Aglais io","UKBMS.1503","2009","7","9","3"
"Aglais io","UKBMS.1503","2009","7","16","13"
"Aglais io","UKBMS.1503","2009","7","24","10"
"Aglais io","UKBMS.1503","2009","8","2","20"
"Aglais io","UKBMS.1503","2009","8","8","12"
"Aglais io","UKBMS.1503","2009","8","13","17"
"Aglais io","UKBMS.1503","2009","9","1","0"
"Aglais io","UKBMS.1503","2009","9","7","0"
"Aglais io","UKBMS.1503","2009","9","18","0"
"Aglais io","UKBMS.1503","2009","9","24","0"
"Aglais io","UKBMS.151","2009","4","20","0"
"Aglais io","UKBMS.151","2009","5","10","0"
"Aglais io","UKBMS.151","2009","5","24","0"
"Aglais io","UKBMS.151","2009","5","31","0"
"Aglais io","UKBMS.151","2009","6","3","0"
"Aglais io","UKBMS.151","2009","6","11","0"
"Aglais io","UKBMS.151","2009","6","13","0"
"Aglais io","UKBMS.151","2009","6","22","0"
